% Filename : LM_Channel_5200_vp_prof.dat 
% 
% Description : Covariance of velocity components and pressure
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 8.00000e-06 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.14872e-02 
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'p'    : Covariance of u and p 
%      v'p'    : Covariance of v and p 
%      w'p'    : Covariance of w and p 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_vp_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'p'                     v'p'                     w'p'           
%----------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    5.516143523730728e-17    0.000000000000000e+00    3.628963357018010e-19
    1.371071353273301e-05    7.110235019829264e-02    1.083623980352462e-02   -6.782855914466370e-05    2.394258909662166e-05
    4.169953934984871e-05    2.162495221624994e-01    3.279666378398838e-02   -6.026616889032793e-04    7.283456590232461e-05
    8.453381948780869e-05    4.383836933411095e-01    6.567256251723959e-02   -2.329675821919569e-03    1.477124340408706e-04
    1.427808370142447e-04    7.404467353763260e-01    1.082096419870689e-01   -6.121440139396993e-03    2.496946433512753e-04
    2.170078137750941e-04    1.125380202420942e+00    1.576125115053092e-01   -1.275767698859889e-02    3.800244883731410e-04
    3.077819081407362e-04    1.596125319450033e+00    2.094291205077269e-01   -2.270333411554191e-02    5.400556382514084e-04
    4.156702127537937e-04    2.155622970581291e+00    2.580465246739688e-01   -3.598351301127142e-02    7.310501017923076e-04
    5.275290387434239e-04    2.735711337193032e+00    2.942914301671873e-01   -5.041446209530797e-02    9.292724581116674e-04
    6.433579417870483e-04    3.336388115074059e+00    3.186508837123821e-01   -6.533834107309677e-02    1.133235913965035e-03
    7.631564617923692e-04    3.957650918233040e+00    3.326693724393430e-01   -8.028077318895582e-02    1.340530621232016e-03
    8.869241228990354e-04    4.599497278907139e+00    3.386163323034075e-01   -9.489993860082355e-02    1.548067830804851e-03
    1.014660433480419e-03    5.261924647571224e+00    3.391388963817372e-01   -1.089418422032141e-01    1.752609587081540e-03
    1.146364886145945e-03    5.944930392949966e+00    3.369366378737039e-01   -1.222067499026862e-01    1.951348982125021e-03
    1.282036957742871e-03    6.648511802027046e+00    3.344918135007527e-01   -1.345285333931587e-01    2.142276049268996e-03
    1.421676109358172e-03    7.372666080054942e+00    3.338769244828623e-01   -1.457658120168525e-01    2.324254693784077e-03
    1.565281786321093e-03    8.117390350568176e+00    3.366467294865064e-01   -1.558018572023845e-01    2.496901185522220e-03
    1.712853418205151e-03    8.882681655393672e+00    3.438083044285569e-01   -1.645494402611247e-01    2.660355992423051e-03
    1.864390418830353e-03    9.668536954662272e+00    3.558532433098044e-01   -1.719570172759421e-01    2.814991375635857e-03
    2.019892186265637e-03    1.047495312682141e+01    3.728317604529829e-01   -1.780135111728477e-01    2.961119843012207e-03
    2.179358102831097e-03    1.130192696864662e+01    3.944487904043546e-01   -1.827500866347176e-01    3.098819712977827e-03
    2.342787535100643e-03    1.214945519525534e+01    4.201653825113185e-01   -1.862383963808749e-01    3.227942118827784e-03
    2.510179833904336e-03    1.301753444011904e+01    4.492930018371384e-01   -1.885856125053101e-01    3.348245404182201e-03
