% Filename : LM_Channel_5200_vor_pres_fluc_prof.dat 
% 
% Description : Variance & covariance of vorticity components and variance of pressure
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 8.00000e-06 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.14872e-02 
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%    y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+     : Grid point in wall-normal direction 
%    omega_x'omega_x'    : Variance of omega_x 
%    omega_y'omega_y'    : Variance of omega_y 
%    omega_z'omega_z'    : Variance of omega_z 
%    omega_x'omega_y'    : Covariance of omega_x and omega_y 
%    omega_x'omega_z'    : Covariance of omega_x and omega_z 
%    omega_y'omega_z'    : Covariance of omega_y and omega_z 
%         p'p'           : Variance of pressure, p
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_vor_pres_fluc_prof_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** omega_x'omega_z' and omega_y'omega_z' should be zero due to (statistical) symmetries in the flow. 
%     These are reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+               omega_x'omega_x'         omega_y'omega_y'         omega_z'omega_z'         omega_x'omega_y'         omega_x'omega_z'         omega_y'omega_z'              p'p'           
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    8.936098063364592e-02    2.886906419016290e-67    1.995486318653752e-01   -1.375578898600105e-40    2.715415594432874e-05   -6.259325343841742e-39    9.939633806175662e+00
    1.371071353273301e-05    7.110235019829264e-02    8.628965994558614e-02    5.090848629817768e-06    1.988397591478507e-01   -1.578853566377124e-04    2.751221730980567e-05    1.468530701946445e-08    9.935849607453962e+00
    4.169953934984871e-05    2.162495221624994e-01    8.041709965055051e-02    4.710284477888061e-05    1.976165630874825e-01   -4.873031503313851e-04    2.817088846185665e-05    5.082651826437577e-08    9.928791698956033e+00
    8.453381948780869e-05    4.383836933411095e-01    7.234167357578455e-02    1.937023739121107e-04    1.961887134178816e-01   -9.985992594718569e-04    2.897977212972163e-05    1.201511389715508e-07    9.919715385906811e+00
    1.427808370142447e-04    7.404467353763260e-01    6.284888346739832e-02    5.530432007471042e-04    1.947417918966317e-01   -1.675722966958926e-03    2.969733711619621e-05    2.354271788293381e-07    9.910711479648986e+00
    2.170078137750941e-04    1.125380202420942e+00    5.279329391710210e-02    1.276950234269174e-03    1.930073344278949e-01   -2.443796566438710e-03    3.001004988402687e-05    4.030071712238279e-07    9.904811835576988e+00
    3.077819081407362e-04    1.596125319450033e+00    4.305064105800623e-02    2.556155943013511e-03    1.899554676301969e-01   -3.142246932803354e-03    2.957507181554624e-05    6.131501520272474e-07    9.906070882741329e+00
    4.156702127537937e-04    2.155622970581291e+00    3.448604884591751e-02    4.594546867994451e-03    1.838358563842561e-01   -3.529544820641449e-03    2.810165644374601e-05    8.353642022129199e-07    9.919529218431610e+00
    5.275290387434239e-04    2.735711337193032e+00    2.842634352652577e-02    7.203034699840307e-03    1.743305900886896e-01   -3.392856802420595e-03    2.581064221913575e-05    1.013484757536019e-06    9.946731439280768e+00
    6.433579417870483e-04    3.336388115074059e+00    2.453093148792957e-02    1.028561117388471e-02    1.619247675639013e-01   -2.729983142757601e-03    2.305777329757234e-05    1.147236454189369e-06    9.988273145341296e+00
    7.631564617923692e-04    3.957650918233040e+00    2.240623726974304e-02    1.370294322264385e-02    1.478748365961054e-01   -1.607392240189289e-03    2.023439193865665e-05    1.253199061323368e-06    1.004436752320045e+01
    8.869241228990354e-04    4.599497278907139e+00    2.163932545057409e-02    1.729368659081463e-02    1.336507452355468e-01   -1.345487340726263e-04    1.767524232476774e-05    1.348965773382310e-06    1.011486089503883e+01
    1.014660433480419e-03    5.261924647571224e+00    2.184032320505136e-02    2.089622000545394e-02    1.204755392796542e-01    1.561564386193405e-03    1.561684946623619e-05    1.442924816332877e-06    1.019926779721324e+01
